candidate_id,age,group,sick_days_before,sick_days_after
13375,34,h32,11,11
13376,41,h40_sw,1,0
13377,54,h40_fw,9,10
13378,65,h40_sw,8,6
13379,33,h40_fw,3,3
13380,58,h40_fw,26,27
13381,34,h40_fw,20,21
13382,48,h40_sw,23,19
13383,65,h40_sw,18,17
13384,48,h40_fw,1,0
13385,36,h40_fw,9,9
13386,52,h40_fw,35,35
13387,65,h40_fw,27,30
13388,28,h32,0,1
13389,48,h40_fw,23,24
13390,35,h40_sw,19,16
13391,65,h32,0,0
13392,65,h40_fw,3,4
13393,60,h40_sw,1,0
13394,35,h40_fw,6,6
13395,37,h40_sw,16,16
13396,60,h40_sw,2,3
13397,44,h40_sw,5,5
13398,62,h40_fw,10,10
13399,44,h32,16,12
13400,65,h40_sw,2,2
13401,48,h40_sw,18,18
13402,40,h32,0,0
13403,65,h32,5,7
13404,54,h40_fw,7,9
13405,53,h32,3,1
13406,48,h32,28,25
13407,62,h40_fw,4,9
13408,63,h40_sw,0,1
13409,55,h40_fw,18,17
13410,29,h40_fw,6,6
13411,27,h40_sw,4,0
13412,63,h40_fw,3,1
13413,43,h32,2,3
13414,31,h32,8,12
13415,28,h32,12,11
13416,56,h32,4,2
13417,49,h32,3,3
13418,65,h32,1,0
13419,56,h40_sw,2,4
13420,60,h32,6,3
13421,33,h40_sw,0,0
13422,28,h40_fw,1,3
13423,40,h32,3,0
13424,27,h40_sw,1,2
13425,36,h40_fw,25,22
13426,44,h32,2,3
13427,39,h40_sw,1,1
13428,58,h40_sw,13,14
13429,25,h40_sw,6,5
13430,41,h32,38,37
13431,35,h32,8,6
13432,50,h40_fw,11,11
13433,33,h32,4,1
13434,46,h40_fw,9,8
13435,38,h32,4,2
13436,34,h40_sw,28,26
13437,64,h40_sw,19,18
13438,37,h40_fw,11,11
13439,28,h40_fw,14,16
13440,28,h40_sw,20,20
13441,62,h40_fw,64,64
13442,52,h32,14,13
13443,41,h40_fw,7,7
13444,44,h40_fw,14,13
13445,33,h40_fw,7,7
13446,53,h40_fw,22,24
13447,27,h32,2,0
13448,55,h32,7,2
13449,35,h32,10,8
13450,46,h40_sw,9,9
13451,36,h32,8,4
13452,61,h40_sw,3,2
13453,48,h40_fw,5,4
13454,30,h32,11,10
13455,44,h40_sw,4,2
13456,37,h40_fw,7,7
13457,44,h40_sw,9,10
13458,27,h40_sw,4,3
13459,33,h40_fw,5,3
13460,63,h40_sw,0,0
13461,28,h40_fw,28,26
13462,39,h32,0,0
13463,37,h32,37,37
13464,42,h40_sw,5,7
13465,56,h40_fw,18,19
13466,48,h40_fw,4,5
13467,62,h40_sw,15,16
13468,45,h40_sw,2,3
13469,57,h40_sw,8,6
13470,62,h40_fw,2,3
13471,44,h40_sw,3,4
13472,41,h40_fw,4,6
13473,65,h32,10,6
13474,60,h32,22,22
13475,28,h32,11,10
13476,40,h40_fw,14,14
13477,62,h40_sw,52,49
13478,41,h32,12,9
13479,52,h32,11,1
13480,41,h40_sw,13,14
13481,53,h32,10,10
13482,62,h40_fw,0,0
13483,36,h40_sw,11,11
13484,56,h32,1,0
13485,33,h40_sw,5,5
13486,65,h32,47,44
13487,39,h40_sw,7,9
13488,49,h40_sw,14,10
13489,35,h32,4,1
13490,48,h40_fw,9,10
13491,53,h40_sw,12,10
13492,28,h32,3,1
13493,63,h40_sw,3,2
13494,39,h32,1,0
13495,62,h32,21,18
13496,49,h40_fw,17,18
13497,53,h40_fw,9,9
13498,49,h40_sw,3,3
13499,28,h40_fw,4,3
13500,25,h40_sw,6,4
13501,50,h40_fw,15,17
13502,56,h40_sw,24,23
13503,27,h40_sw,11,11
13504,29,h40_fw,17,17
13505,25,h40_fw,6,7
13506,41,h40_fw,7,7
13507,49,h40_fw,6,7
13508,28,h40_sw,11,8
13509,42,h40_sw,4,4
13510,55,h32,4,3
13511,48,h40_fw,3,4
13512,52,h32,3,0
13513,57,h40_fw,3,1
13514,39,h32,8,5
13515,40,h40_sw,10,10
13516,53,h40_fw,17,19
13517,26,h40_fw,7,7
13518,53,h40_fw,6,7
13519,55,h40_fw,5,6
13520,49,h40_sw,4,4
13521,40,h40_fw,2,3
13522,48,h40_fw,7,8
13523,39,h40_sw,6,5
13524,24,h40_fw,6,6
13525,36,h40_sw,13,14
13526,58,h40_sw,12,13
13527,58,h32,1,0
13528,48,h40_sw,8,6
13529,31,h32,9,9
13530,28,h32,0,0
13531,44,h40_sw,10,8
13532,60,h40_sw,5,1
13533,34,h32,0,1
13534,27,h32,5,3
13535,45,h32,3,3
13536,60,h32,2,0
13537,33,h40_fw,1,0
13538,63,h32,0,0
13539,36,h40_fw,7,9
13540,48,h32,2,0
13541,56,h40_sw,47,43
13542,27,h32,7,5
13543,30,h40_sw,18,17
13544,37,h32,8,8
13545,52,h32,12,10
13546,65,h32,1,0
13547,50,h40_sw,6,5
13548,45,h40_fw,1,3
13549,45,h32,8,3
13550,39,h40_sw,39,39
13551,46,h32,20,18
13552,38,h32,2,2
13553,65,h40_fw,34,34
13554,60,h40_sw,5,5
13555,57,h40_sw,5,4
13556,58,h32,7,6
13557,31,h32,0,0
13558,36,h40_sw,5,2
13559,28,h40_fw,6,6
13560,41,h32,22,19
13561,56,h32,5,5
13562,32,h40_sw,10,8
13563,39,h32,12,10
13564,65,h40_fw,2,1
13565,45,h40_sw,2,2
13566,27,h32,3,2
13567,57,h40_fw,4,5
13568,35,h40_sw,13,12
13569,46,h40_fw,1,0
13570,60,h40_sw,6,6
13571,34,h32,19,18
13572,33,h40_sw,10,11
13573,49,h32,28,27
13574,41,h32,0,0
13575,39,h40_sw,28,26
13576,40,h40_fw,10,9
13577,60,h40_sw,3,4
13578,36,h40_fw,9,11
13579,58,h40_fw,0,0
13580,33,h40_sw,9,8
13581,64,h40_fw,20,20
13582,57,h32,0,0
13583,54,h32,2,0
13584,27,h40_sw,1,2
13585,58,h40_sw,2,0
13586,53,h32,1,0
13587,31,h40_fw,12,9
13588,31,h32,37,37
13589,53,h40_fw,11,13
13590,35,h40_fw,17,16
13591,25,h32,14,13
13592,59,h40_fw,13,14
13593,28,h32,12,12
13594,39,h40_sw,2,1
13595,46,h40_sw,6,6
13596,46,h40_sw,37,39
13597,32,h32,7,2
13598,42,h40_fw,3,4
13599,33,h40_fw,21,21
13600,36,h40_sw,15,11
13601,48,h40_fw,17,19
13602,44,h32,10,6
13603,31,h40_fw,1,2
13604,63,h40_fw,6,6
13605,41,h40_sw,7,9
13606,37,h40_fw,31,31
13607,52,h40_fw,15,16
13608,32,h32,3,0
13609,36,h40_sw,0,0
13610,63,h40_sw,3,3
13611,54,h40_fw,22,20
13612,34,h32,5,6
13613,44,h40_sw,3,1
13614,55,h40_fw,2,3
13615,44,h40_fw,16,18
13616,30,h32,4,3
13617,24,h32,5,4
13618,25,h40_fw,24,26
13619,48,h40_fw,31,32
13620,39,h40_fw,7,5
13621,35,h40_sw,5,3
13622,46,h40_fw,4,6
13623,53,h40_sw,6,5
13624,28,h32,0,0
13625,65,h32,2,3
13626,47,h40_sw,0,2
13627,46,h32,10,7
13628,49,h32,6,5
13629,48,h40_sw,37,37
13630,32,h32,3,0
13631,41,h40_sw,7,7
13632,57,h40_sw,2,4
13633,52,h32,12,7
13634,25,h40_fw,13,12
13635,27,h40_fw,10,8
13636,62,h32,0,1
13637,25,h32,11,11
13638,46,h40_fw,13,13
13639,46,h40_sw,34,33
13640,33,h40_fw,6,8
13641,52,h40_fw,0,0
13642,36,h40_fw,32,32
13643,60,h40_fw,7,6
13644,53,h40_sw,19,19
13645,41,h32,1,2
13646,41,h40_fw,3,3
13647,46,h32,32,30
13648,58,h40_fw,0,0
13649,24,h40_fw,3,3
13650,65,h40_fw,2,3
13651,49,h40_sw,4,7
13652,55,h32,17,14
13653,41,h40_fw,1,1
13654,35,h40_sw,3,2
13655,44,h40_fw,2,0
13656,28,h40_fw,7,6
13657,41,h40_fw,6,6
13658,52,h40_sw,5,5
13659,63,h40_fw,4,4
13660,39,h40_fw,10,11
13661,32,h32,4,1
13662,44,h40_sw,2,0
13663,58,h32,6,3
13664,58,h32,6,2
13665,53,h40_sw,1,0
13666,48,h40_fw,2,2
13667,42,h32,9,3
13668,27,h40_sw,11,11
13669,44,h40_sw,1,1
13670,30,h40_fw,26,27
13671,42,h40_fw,8,7
13672,52,h32,27,25
13673,63,h32,10,5
13674,34,h40_fw,20,19
13675,41,h40_sw,10,9
13676,57,h40_fw,14,13
13677,46,h40_fw,5,7
13678,45,h40_fw,12,12
13679,47,h40_sw,0,0
13680,63,h40_sw,9,9
13681,58,h32,0,0
13682,58,h40_fw,8,10
13683,53,h40_sw,2,3
13684,63,h40_fw,0,1
13685,57,h32,1,0
13686,32,h32,6,4
13687,50,h32,0,0
13688,27,h40_fw,10,9
13689,33,h40_fw,10,10
13690,65,h32,36,32
13691,25,h40_fw,4,5
13692,32,h40_sw,4,5
13693,57,h40_fw,23,27
13694,63,h40_sw,6,5
13695,53,h40_sw,6,7
13696,52,h32,17,16
13697,57,h40_fw,6,8
13698,53,h32,3,2
13699,41,h40_sw,14,11
13700,65,h40_sw,9,6
13701,52,h40_sw,5,5
13702,58,h32,10,9
13703,63,h40_fw,1,1
13704,43,h40_sw,2,2
13705,52,h40_fw,4,5
13706,33,h32,20,20
13707,34,h40_fw,15,14
13708,63,h40_sw,4,5
13709,46,h40_sw,30,26
13710,49,h40_sw,14,14
13711,47,h32,29,27
13712,46,h32,5,5
13713,58,h32,1,2
13714,63,h40_sw,2,3
13715,56,h40_fw,5,6
13716,62,h40_sw,14,14
13717,27,h40_fw,46,43
13718,49,h40_fw,5,5
13719,27,h40_sw,29,32
13720,33,h32,12,11
13721,57,h40_sw,2,1
13722,60,h40_fw,3,3
13723,41,h32,2,0
13724,48,h32,3,1
13725,33,h40_sw,19,20
13726,57,h40_fw,3,5
13727,52,h40_sw,4,4
13728,49,h40_sw,3,4
13729,55,h32,5,0
13730,33,h40_sw,5,6
13731,44,h40_fw,26,27
13732,53,h40_sw,17,16
13733,28,h40_fw,2,1
13734,45,h40_sw,15,15
13735,42,h40_fw,2,1
13736,37,h40_sw,18,18
13737,28,h40_sw,7,6
13738,63,h32,15,15
13739,62,h32,7,4
13740,57,h40_sw,14,12
13741,48,h40_sw,0,0
13742,41,h32,1,0
13743,63,h40_sw,5,4
13744,63,h40_fw,0,3
13745,39,h32,18,16
13746,56,h40_sw,3,5
13747,45,h32,8,6
13748,54,h40_fw,9,8
13749,39,h40_sw,2,3
13750,65,h40_sw,1,2
13751,41,h32,0,1
13752,28,h40_sw,3,5
13753,33,h40_fw,18,21
13754,36,h40_sw,3,3
13755,45,h40_sw,3,3
13756,57,h40_sw,13,12
13757,60,h40_sw,1,0
13758,53,h40_sw,4,3
13759,40,h32,0,0
13760,40,h32,1,2
13761,62,h40_fw,5,6
13762,62,h32,4,3
13763,53,h40_fw,26,27
13764,34,h40_fw,10,10
13765,48,h40_sw,13,14
13766,41,h32,20,14
13767,62,h32,5,1
13768,65,h40_fw,8,7
13769,57,h32,15,11
13770,60,h40_fw,4,4
13771,33,h40_sw,0,0
13772,60,h32,11,8
13773,30,h40_fw,3,3
13774,63,h40_sw,1,0
13775,56,h32,2,3
13776,33,h40_fw,3,2
13777,27,h40_sw,2,3
13778,35,h32,4,2
13779,39,h40_sw,15,13
13780,45,h40_sw,7,10
13781,41,h32,47,45
13782,53,h40_fw,2,1
13783,27,h40_fw,2,3
13784,62,h32,4,5
13785,28,h40_sw,8,8
13786,63,h32,16,12
13787,32,h40_sw,2,0
13788,63,h40_fw,2,3
13789,55,h32,1,0
13790,56,h40_sw,20,16
13791,55,h40_sw,5,3
13792,45,h32,12,10
13793,57,h32,0,1
13794,31,h40_fw,22,23
13795,48,h32,6,5
13796,31,h32,0,0
13797,58,h40_sw,22,23
13798,54,h32,0,0
13799,38,h40_fw,16,15
13800,65,h32,4,2
13801,52,h40_fw,27,28
13802,45,h40_sw,3,3
13803,48,h40_fw,16,17
13804,58,h40_sw,10,13
13805,41,h40_fw,11,11
13806,63,h40_fw,1,0
13807,35,h40_sw,20,18
13808,62,h40_sw,0,0
13809,36,h40_sw,0,2
13810,53,h40_sw,4,7
13811,53,h32,1,0
13812,58,h40_fw,12,12
13813,39,h40_fw,4,4
13814,36,h40_fw,2,1
13815,52,h40_sw,8,10
13816,24,h40_fw,1,1
13817,46,h40_sw,0,0
13818,65,h40_fw,10,12
13819,63,h40_fw,52,50
13820,32,h40_sw,1,1
13821,63,h40_fw,6,4
13822,63,h40_fw,6,10
13823,53,h32,9,12
13824,55,h32,1,0
13825,45,h32,11,10
13826,37,h40_sw,6,8
13827,36,h40_fw,4,2
13828,38,h32,9,3
13829,53,h32,8,5
13830,33,h32,11,11
13831,38,h40_sw,13,10
13832,41,h32,40,36
13833,33,h40_sw,15,16
13834,38,h32,7,6
13835,33,h40_fw,1,1
13836,62,h40_sw,16,13
13837,60,h32,8,8
13838,57,h40_sw,31,32
13839,57,h40_fw,1,3
13840,63,h40_sw,2,0
13841,37,h40_fw,10,9
13842,41,h40_sw,0,0
13843,60,h40_sw,10,10
13844,33,h40_sw,8,5
13845,40,h32,3,4
13846,29,h40_sw,4,2
13847,49,h32,10,10
13848,62,h32,7,3
13849,53,h40_fw,7,11
13850,35,h32,6,1
13851,60,h32,8,5
13852,62,h40_fw,6,4
13853,65,h40_sw,6,6
13854,37,h40_fw,6,4
13855,36,h32,1,0
13856,53,h32,0,0
13857,38,h40_fw,0,1
13858,29,h40_fw,1,1
13859,63,h32,36,32
13860,62,h32,5,3
13861,56,h40_sw,0,0
13862,58,h32,7,1
13863,50,h32,18,18
13864,58,h40_fw,0,0
13865,38,h32,3,0
13866,57,h40_fw,3,1
13867,49,h32,11,10
13868,40,h32,0,0
13869,32,h40_fw,17,17
13870,48,h40_sw,0,3
13871,52,h40_sw,2,3
13872,60,h40_fw,3,4
13873,62,h40_fw,6,5
13874,41,h40_fw,6,6
13875,52,h40_sw,5,5
13876,39,h40_sw,5,6
13877,62,h40_fw,13,20
13878,34,h40_sw,12,12
13879,46,h40_fw,8,9
13880,27,h40_fw,4,3
13881,50,h40_sw,1,1
13882,56,h40_fw,21,23
13883,49,h40_sw,10,10
13884,46,h40_fw,18,19
13885,65,h32,10,8
13886,58,h32,3,1
13887,45,h32,26,27
13888,48,h40_fw,10,10
13889,25,h40_fw,4,4
13890,36,h32,0,0
13891,60,h40_fw,2,2
13892,41,h40_sw,5,4
13893,46,h40_fw,20,21
13894,40,h40_fw,3,5
13895,27,h40_fw,3,5
13896,56,h40_sw,6,6
13897,44,h32,2,0
13898,36,h32,7,2
13899,49,h40_fw,14,14
13900,36,h40_sw,13,13
13901,52,h32,5,3
13902,52,h40_fw,19,19
13903,48,h32,4,2
13904,64,h40_sw,9,7
13905,32,h40_fw,28,25
13906,58,h32,20,17
13907,32,h32,24,23
13908,36,h40_fw,0,0
13909,28,h32,3,2
13910,32,h32,35,33
13911,27,h32,17,14
13912,38,h40_sw,12,12
13913,52,h40_sw,0,0
13914,25,h40_fw,1,2
13915,37,h40_sw,3,1
13916,37,h40_sw,1,3
13917,25,h32,3,0
13918,57,h40_sw,12,11
13919,41,h32,2,0
13920,45,h40_fw,17,17
13921,63,h40_sw,4,2
13922,46,h40_fw,0,0
13923,30,h40_fw,10,9
13924,56,h32,9,9
13925,36,h32,13,10
13926,59,h40_sw,2,0
13927,39,h32,2,0
13928,44,h40_fw,24,24
13929,37,h40_sw,12,11
13930,49,h40_fw,1,1
13931,65,h40_sw,10,8
13932,52,h40_sw,37,39
13933,65,h40_sw,13,11
13934,50,h40_sw,4,2
13935,49,h32,8,6
13936,52,h40_fw,26,27
13937,60,h40_fw,0,0
13938,38,h32,7,7
13939,57,h32,0,0
13940,38,h32,0,0
13941,44,h40_fw,22,22
13942,34,h40_sw,24,23
13943,52,h40_sw,12,15
13944,33,h40_fw,0,2
13945,38,h40_sw,6,4
13946,49,h32,48,45
13947,28,h40_fw,3,5
13948,41,h40_fw,12,14
13949,40,h40_sw,36,36
13950,53,h32,5,2
13951,63,h40_sw,4,5
13952,33,h32,2,2
13953,63,h40_fw,6,7
13954,53,h40_fw,0,1
13955,34,h40_fw,0,2
13956,63,h32,27,26
13957,44,h32,16,13
13958,41,h40_sw,14,9
13959,34,h32,9,8
13960,47,h40_fw,17,18
13961,29,h40_fw,38,42
13962,33,h40_sw,8,8
13963,55,h32,21,20
13964,54,h32,3,1
13965,42,h40_sw,4,2
13966,28,h32,14,16
13967,60,h32,14,12
13968,65,h40_fw,11,14
13969,33,h40_sw,0,0
13970,28,h32,12,6
13971,30,h40_fw,0,0
13972,55,h40_sw,13,7
13973,27,h40_fw,6,5
13974,41,h40_sw,5,1
13975,33,h40_sw,6,5
13976,60,h32,1,0
13977,37,h40_sw,11,12
13978,65,h32,0,0
13979,44,h40_fw,11,12
13980,33,h40_sw,17,15
13981,27,h40_fw,6,5
13982,33,h32,7,8
13983,25,h40_fw,59,59
13984,37,h40_fw,2,4
13985,44,h40_fw,23,23
13986,27,h32,5,5
13987,39,h32,4,0
13988,33,h32,1,0
13989,46,h40_sw,8,10
13990,65,h40_sw,7,5
13991,49,h32,7,0
13992,45,h32,1,0
13993,60,h32,6,5
13994,50,h40_fw,3,3
13995,58,h40_sw,0,2
13996,40,h40_sw,10,11
13997,56,h32,8,3
13998,32,h32,10,12
13999,65,h32,3,5
14000,27,h32,2,0
14001,40,h32,11,10
14002,58,h40_fw,12,10
14003,36,h32,20,16
14004,35,h40_fw,14,12
14005,55,h40_sw,13,13
14006,34,h40_fw,21,21
14007,34,h32,2,0
14008,54,h40_fw,23,21
14009,45,h40_sw,11,11
14010,58,h40_fw,7,10
14011,36,h40_fw,25,26
14012,45,h40_sw,1,1
14013,53,h40_fw,17,15
14014,31,h40_sw,22,20
14015,56,h40_fw,15,17
14016,58,h40_sw,18,18
14017,55,h32,10,8
14018,65,h40_fw,11,12
14019,53,h40_sw,17,15
14020,44,h40_sw,5,3
14021,58,h32,18,18
14022,41,h32,5,2
14023,35,h40_sw,2,2
14024,64,h40_fw,10,11
14025,46,h32,3,1
14026,57,h40_sw,10,11
14027,34,h40_sw,2,1
14028,46,h40_sw,0,0
14029,65,h40_sw,2,4
14030,65,h32,17,13
14031,51,h40_fw,12,12
14032,52,h40_fw,7,8
14033,39,h32,3,0
14034,57,h32,33,32
14035,36,h40_sw,0,0
14036,32,h32,7,1
14037,27,h40_fw,2,3
14038,55,h40_fw,8,8
14039,39,h40_fw,2,2
14040,44,h32,1,2
14041,37,h40_fw,28,30
14042,54,h32,2,0
14043,37,h40_fw,8,9
14044,45,h32,0,2
14045,27,h40_sw,2,2
14046,44,h40_sw,4,5
14047,28,h40_sw,9,9
14048,42,h40_sw,2,4
14049,48,h32,4,3
14050,43,h40_sw,9,6
14051,62,h32,1,0
14052,37,h40_sw,6,6
14053,63,h40_fw,3,2
14054,63,h40_sw,15,15
14055,45,h32,3,1
14056,55,h40_sw,3,0
14057,44,h32,31,25
14058,45,h40_fw,1,0
14059,65,h40_fw,7,5
14060,65,h40_fw,3,0
14061,27,h32,5,3
14062,41,h40_sw,13,12
14063,58,h32,13,15
14064,24,h40_sw,10,11
14065,57,h32,11,9
14066,55,h40_sw,33,30
14067,41,h40_fw,22,25
14068,53,h40_fw,30,30
14069,52,h40_fw,5,3
14070,37,h40_sw,4,4
14071,53,h32,21,17
14072,53,h32,6,3
14073,46,h32,4,2
14074,32,h40_fw,0,3
14075,30,h32,3,0
14076,28,h40_fw,1,1
14077,47,h32,8,6
14078,34,h32,9,6
14079,39,h40_sw,2,4
14080,35,h32,24,21
14081,36,h40_fw,4,7
14082,63,h32,36,35
14083,55,h40_sw,10,11
14084,31,h40_sw,16,17
14085,56,h40_fw,2,3
14086,57,h40_sw,2,0
14087,65,h32,30,29
14088,53,h32,21,16
14089,36,h40_fw,5,2
14090,28,h40_sw,16,15
14091,63,h32,0,0
14092,28,h40_sw,28,26
14093,33,h40_sw,1,0
14094,58,h40_fw,2,3
14095,53,h32,29,29
14096,58,h40_sw,5,4
14097,33,h40_fw,12,12
14098,53,h40_sw,12,10
14099,63,h40_fw,22,23
14100,53,h40_fw,7,8
14101,63,h32,5,3
14102,28,h32,11,11
14103,37,h32,10,7
14104,58,h40_sw,11,10
14105,32,h40_sw,12,9
14106,27,h40_fw,13,14
14107,27,h32,2,1
14108,56,h40_fw,5,5
14109,49,h32,1,0
14110,46,h40_sw,9,13
14111,28,h40_fw,2,1
14112,36,h40_fw,15,12
14113,32,h32,1,0
14114,53,h40_sw,1,2
14115,65,h40_sw,63,61
14116,63,h32,9,7
14117,50,h32,50,48
14118,28,h32,11,8
14119,64,h40_sw,5,5
14120,40,h40_fw,0,0
14121,33,h40_fw,28,26
14122,63,h32,1,0
14123,27,h40_fw,2,2
14124,27,h40_fw,2,2
14125,34,h40_sw,2,0
14126,27,h32,13,13
14127,63,h40_fw,2,1
14128,28,h40_fw,9,7
14129,42,h40_fw,7,7
14130,39,h40_sw,0,1
14131,25,h40_sw,8,8
14132,45,h32,9,4
14133,58,h40_sw,21,22
14134,58,h40_fw,16,18
14135,48,h32,1,1
14136,34,h40_sw,1,1
14137,37,h40_fw,6,7
14138,57,h40_sw,5,10
14139,46,h40_sw,13,12
14140,46,h40_fw,0,0
14141,33,h32,7,4
14142,65,h40_sw,2,0
14143,47,h40_fw,34,32
14144,41,h40_fw,9,9
14145,51,h32,6,6
14146,34,h40_fw,1,3
14147,41,h40_fw,6,7
14148,33,h40_fw,12,10
14149,32,h40_sw,21,21
14150,47,h40_sw,3,3
14151,58,h40_fw,6,5
14152,60,h32,1,0
14153,29,h32,10,8
14154,55,h40_fw,17,15
14155,55,h40_fw,8,8
14156,40,h40_fw,3,3
14157,27,h32,6,6
14158,65,h32,1,0
14159,27,h32,14,13
14160,37,h32,11,11
14161,65,h32,17,16
14162,39,h40_sw,7,6
14163,27,h32,2,0
14164,55,h32,9,6
14165,62,h32,9,8
14166,50,h40_fw,10,11
14167,39,h40_sw,6,5
14168,52,h32,3,1
14169,37,h32,1,0
14170,36,h32,6,6
14171,62,h40_fw,5,4
14172,60,h40_sw,4,3
14173,58,h40_sw,0,0
14174,62,h32,8,3
14175,57,h32,9,11
14176,32,h40_sw,42,45
14177,41,h32,0,0
14178,30,h32,26,24
14179,37,h40_sw,11,11
14180,33,h40_sw,0,0
14181,36,h32,11,9
14182,56,h32,15,11
14183,37,h32,9,4
14184,65,h40_sw,1,0
14185,61,h40_fw,7,7
14186,44,h40_fw,20,19
14187,48,h32,18,17
14188,65,h32,24,25
14189,60,h40_sw,0,1
14190,52,h40_fw,3,4
14191,64,h40_sw,17,18
14192,39,h40_sw,11,9
14193,39,h40_fw,10,11
14194,40,h40_fw,12,12
14195,36,h40_sw,19,20
14196,53,h40_fw,0,2
14197,37,h32,1,2
14198,48,h40_sw,0,0
14199,60,h40_fw,3,4
14200,62,h40_sw,4,4
14201,44,h32,2,1
14202,63,h32,9,9
14203,50,h40_fw,3,3
14204,52,h40_sw,0,0
14205,27,h32,22,20
14206,57,h40_sw,17,14
14207,52,h32,15,13
14208,47,h40_sw,14,13
14209,48,h40_fw,5,4
14210,48,h40_sw,4,4
14211,26,h40_fw,2,0
14212,65,h40_sw,13,15
14213,53,h32,5,3
14214,28,h40_fw,11,13
14215,52,h40_fw,8,8
14216,45,h32,20,15
14217,35,h32,0,0
14218,32,h40_sw,0,0
14219,27,h40_fw,8,8
14220,58,h40_sw,19,17
14221,46,h40_fw,4,2
14222,55,h40_sw,13,13
14223,48,h32,0,0
14224,42,h32,0,0
14225,37,h40_sw,37,39
14226,48,h32,2,2
14227,44,h40_fw,0,1
14228,34,h40_sw,17,15
14229,58,h40_sw,17,17
14230,28,h40_sw,5,2
14231,39,h40_sw,21,19
14232,48,h40_sw,35,35
14233,25,h40_sw,9,10
14234,62,h40_sw,6,3
14235,31,h40_fw,15,13
14236,47,h40_sw,0,0
14237,49,h40_sw,4,4
14238,32,h32,31,30
14239,63,h40_fw,1,0
14240,48,h40_sw,1,1
14241,31,h40_fw,6,7
14242,33,h40_fw,5,3
14243,37,h40_fw,9,8
14244,60,h40_sw,20,18
14245,55,h40_fw,0,2
14246,53,h40_fw,17,16
14247,41,h40_sw,5,4
14248,63,h40_sw,7,6
14249,56,h32,0,0
14250,39,h32,0,0
14251,55,h40_sw,12,12
14252,31,h32,12,8
14253,28,h40_sw,15,15
14254,60,h32,0,0
14255,28,h40_fw,22,24
14256,33,h32,1,0
14257,45,h32,9,5
14258,36,h32,4,3
14259,63,h40_fw,2,4
14260,26,h40_fw,5,4
14261,58,h40_sw,15,16
14262,49,h40_fw,1,1
14263,65,h32,2,0
14264,55,h32,2,1
14265,36,h40_sw,3,3
14266,33,h40_fw,4,4
14267,27,h32,52,51
14268,63,h40_fw,33,33
14269,35,h40_sw,12,11
14270,55,h32,21,17
14271,37,h32,2,1
14272,38,h40_fw,3,4
14273,46,h32,3,3
14274,63,h40_fw,15,14
14275,48,h40_fw,12,11
14276,36,h32,3,0
14277,48,h40_sw,0,0
14278,37,h32,14,10
14279,62,h40_sw,6,8
14280,39,h40_sw,5,2
14281,29,h32,6,4
14282,53,h32,1,0
14283,35,h40_sw,12,10
14284,36,h32,11,6
14285,48,h32,9,5
14286,53,h40_fw,4,4
14287,38,h40_fw,3,2
14288,28,h40_sw,15,14
14289,57,h32,27,24
14290,53,h40_sw,14,16
14291,57,h40_sw,8,6
14292,41,h40_fw,2,2
14293,47,h40_fw,8,9
14294,52,h32,7,6
14295,33,h40_sw,10,9
14296,60,h32,3,0
14297,32,h40_fw,7,6
14298,53,h40_fw,7,7
14299,58,h40_sw,7,7
14300,44,h40_sw,0,2
14301,65,h40_fw,1,0
14302,62,h40_sw,5,4
14303,44,h32,5,4
14304,51,h32,25,22
14305,65,h40_fw,10,9
14306,44,h40_sw,12,12
14307,58,h40_fw,30,29
14308,53,h40_sw,12,12
14309,24,h40_sw,5,5
14310,64,h40_sw,16,16
14311,62,h40_fw,7,5
14312,58,h40_sw,5,6
14313,33,h32,12,13
14314,53,h40_fw,0,0
14315,57,h40_sw,17,17
14316,34,h40_sw,1,1
14317,52,h40_fw,14,15
14318,65,h32,2,3
14319,28,h40_sw,0,0
14320,27,h32,4,2
14321,55,h40_fw,3,3
14322,56,h32,20,17
14323,39,h40_fw,11,10
14324,38,h32,48,43
14325,44,h32,74,73
14326,52,h40_sw,2,1
14327,31,h32,8,10
14328,34,h40_sw,3,3
14329,46,h40_sw,15,12
14330,41,h32,7,3
14331,62,h40_sw,2,4
14332,32,h40_fw,3,5
14333,34,h40_sw,5,3
14334,63,h40_fw,18,20
14335,46,h40_fw,1,0
14336,57,h40_fw,5,6
14337,48,h32,8,9
14338,46,h32,14,14
14339,47,h32,14,14
14340,53,h40_sw,2,0
14341,27,h32,5,3
14342,60,h32,13,11
14343,30,h40_sw,4,2
14344,32,h40_fw,24,24
14345,24,h40_sw,13,14
14346,34,h32,5,4
14347,48,h32,8,7
14348,65,h40_sw,4,4
14349,33,h40_fw,35,37
14350,33,h32,2,0
14351,60,h40_fw,30,31
14352,34,h32,25,21
14353,44,h40_sw,27,26
14354,46,h32,0,0
14355,46,h32,62,59
14356,35,h40_fw,13,12
14357,48,h40_fw,22,23
14358,53,h32,2,1
14359,24,h40_sw,9,9
14360,50,h40_fw,45,44
14361,41,h40_fw,10,10
14362,28,h40_sw,2,5
14363,30,h32,16,14
14364,53,h32,6,1
14365,39,h40_sw,1,1
14366,44,h40_fw,15,15
14367,62,h40_fw,5,3
14368,63,h40_fw,3,3
14369,28,h40_fw,0,0
14370,55,h40_fw,6,6
14371,58,h32,0,0
14372,53,h32,0,0
14373,36,h32,1,0
