LeadTime,ArrivalDateYear,StaysInWeekendNights,StaysInWeekNights,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,BookingChanges,Agent,Company,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests
238,2016,2,5,Offline TA/TO,TA/TO,0,0,0,A,1,6,NA,0,Transient,121.4,0,0
72,2017,0,2,Online TA,TA/TO,0,0,0,D,0,241,NA,0,Transient,162,1,1
99,2016,0,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,68,0,0
8,2016,0,1,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient,53,0,0
1,2016,0,1,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,259,0,0
78,2017,2,8,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,241.6,0,2
22,2016,1,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,60,0,2
145,2017,1,0,Offline TA/TO,TA/TO,0,0,0,A,0,171,NA,0,Transient,59.4,0,0
2,2016,0,2,Corporate,Corporate,0,0,0,A,1,NA,31,0,Transient,42,0,0
103,2015,2,5,Online TA,TA/TO,0,0,0,E,1,241,NA,0,Transient,76.12,0,0
0,2016,0,2,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,66,1,0
394,2015,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Contract,89.68,0,0
1,2016,0,1,Corporate,Corporate,0,0,0,A,0,NA,490,0,Transient,49.5,1,0
27,2017,0,2,Online TA,TA/TO,0,0,0,D,0,241,NA,0,Transient,202,0,1
10,2017,1,1,Corporate,Corporate,0,0,0,A,0,NA,135,0,Transient,45,0,0
16,2016,0,4,Offline TA/TO,TA/TO,0,0,0,E,0,177,NA,0,Transient,96,0,0
42,2016,1,1,Direct,Direct,0,0,0,G,0,NA,NA,0,Transient-Party,275,0,0
3,2016,0,2,Online TA,TA/TO,0,0,0,D,1,240,NA,0,Transient,96,1,0
207,2016,2,5,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,81.2,0,2
2,2016,0,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,58,0,2
59,2015,2,5,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,144.43,1,2
49,2015,1,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,48,0,2
292,2015,0,2,Offline TA/TO,TA/TO,0,0,0,A,1,208,NA,0,Transient-Party,60,0,0
105,2016,2,6,Online TA,TA/TO,0,0,0,E,1,240,NA,0,Transient,227,0,0
185,2016,2,5,Online TA,TA/TO,0,0,0,D,1,240,NA,0,Transient,172.86,0,0
18,2017,4,10,Direct,TA/TO,1,0,1,F,0,250,NA,0,Transient,175.57,0,1
98,2017,0,3,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,210,0,1
6,2016,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,100,0,0
187,2016,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,75,NA,0,Transient,61.64,0,0
40,2017,1,2,Groups,Direct,0,0,0,A,1,NA,NA,0,Transient-Party,55,0,0
147,2017,2,1,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,140,0,1
154,2016,3,8,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,47.54,0,3
17,2016,2,3,Online TA,TA/TO,0,0,0,H,0,240,NA,0,Transient,194,0,0
364,2016,1,4,Groups,Corporate,0,0,0,A,2,NA,223,0,Transient-Party,66,1,0
23,2016,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,187.57,0,1
2,2016,0,0,Online TA,TA/TO,0,0,0,E,0,314,NA,0,Transient,0,0,0
142,2017,2,3,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,82,0,1
53,2015,1,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,81.9,0,1
75,2017,2,5,Online TA,TA/TO,0,0,0,G,1,240,NA,0,Transient,223.57,0,1
128,2016,3,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,103.75,0,0
0,2017,0,2,Corporate,Corporate,0,0,0,A,0,NA,388,0,Transient,35,0,0
15,2015,0,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,173,0,2
232,2016,2,5,Online TA,TA/TO,0,0,0,E,4,240,NA,0,Transient,203,0,2
157,2016,4,10,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,44.1,0,2
63,2015,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,82,0,2
63,2016,2,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,191,0,1
7,2017,0,2,Direct,Direct,1,0,0,D,0,250,NA,0,Transient,77,1,1
0,2016,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,85,1,1
83,2017,0,4,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,147,0,0
158,2016,2,3,Online TA,TA/TO,0,0,0,A,4,240,NA,0,Transient,113.8,0,3
57,2016,0,3,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,29,0,0
41,2016,0,4,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,203.59,0,0
219,2016,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,310,NA,0,Transient,52,0,0
44,2017,1,3,Online TA,TA/TO,0,0,0,D,1,240,NA,0,Transient-Party,113,0,0
35,2016,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,115.67,0,0
21,2017,0,2,Corporate,Corporate,0,0,0,A,0,NA,269,0,Transient,135,0,0
221,2015,1,1,Offline TA/TO,TA/TO,0,0,0,A,0,208,NA,0,Transient-Party,74,0,1
33,2017,0,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,58,0,0
87,2017,2,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,42,0,1
9,2017,2,1,Online TA,TA/TO,0,0,0,A,0,314,NA,0,Transient,33.84,0,0
104,2015,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,2,NA,0,Contract,73.5,0,0
39,2016,0,0,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,0,0,0
9,2017,0,2,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,63,1,1
5,2017,0,2,Corporate,Corporate,0,0,2,A,0,NA,356,0,Transient,35,0,1
54,2015,0,5,Offline TA/TO,TA/TO,0,0,0,E,0,196,NA,0,Transient,85,1,1
94,2016,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,253,NA,0,Transient,49.5,0,0
167,2017,2,4,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,331.33,0,0
67,2016,1,2,Groups,TA/TO,0,0,0,A,0,411,NA,0,Transient-Party,50,0,0
6,2016,0,0,Corporate,Corporate,0,0,0,A,0,NA,51,0,Transient,0,0,0
6,2016,0,2,Corporate,Corporate,0,0,3,A,0,NA,154,0,Transient,27,0,0
28,2016,1,4,Online TA,TA/TO,0,0,0,A,0,242,NA,0,Transient,33.3,0,1
132,2016,1,5,Online TA,TA/TO,0,0,0,A,0,242,NA,0,Transient,193.5,0,1
34,2016,0,3,Online TA,TA/TO,0,0,0,E,1,241,NA,0,Transient,65.45,0,2
226,2016,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Contract,96,0,0
53,2015,2,8,Offline TA/TO,TA/TO,0,0,0,D,2,15,NA,0,Transient,111.2,0,0
4,2017,2,2,Direct,Direct,0,0,0,E,1,NA,NA,0,Transient,193,0,3
32,2016,1,2,Offline TA/TO,TA/TO,0,0,0,A,0,95,NA,0,Transient,57.4,0,2
1,2016,1,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,60,0,1
150,2016,4,6,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Transient,92.9,0,0
111,2015,2,7,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Contract,101.5,0,0
142,2016,0,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,78,0,0
11,2015,0,1,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,117.81,0,0
129,2016,2,1,Offline TA/TO,TA/TO,0,0,0,A,0,177,NA,0,Transient,41.4,0,0
2,2015,1,1,Online TA,TA/TO,0,0,0,H,0,240,NA,0,Transient,114,1,1
83,2015,2,4,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,112.33,1,1
16,2016,2,0,Groups,Corporate,0,0,0,A,0,NA,NA,0,Transient-Party,55,0,0
2,2017,0,1,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,76,0,1
11,2017,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Contract,136.71,0,0
0,2017,0,1,Corporate,Corporate,1,0,1,A,0,NA,144,0,Transient,35,0,0
67,2016,1,2,Direct,Direct,0,0,0,D,0,250,NA,0,Transient,60.92,0,2
21,2016,1,3,Offline TA/TO,TA/TO,0,0,0,D,1,6,NA,0,Transient,66,0,0
1,2016,0,3,Online TA,TA/TO,0,0,0,E,0,241,NA,0,Transient,43.2,0,1
136,2016,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,89,0,0
170,2016,2,3,Offline TA/TO,TA/TO,0,0,0,A,0,181,NA,0,Transient,107.2,0,0
135,2016,2,2,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,73.4,1,0
54,2017,2,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,48,0,1
4,2016,1,1,Offline TA/TO,TA/TO,1,0,5,A,0,8,NA,0,Transient,30,0,0
117,2016,1,3,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,150,1,1
97,2016,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,44.1,0,1
22,2016,4,10,Offline TA/TO,TA/TO,0,0,0,A,0,69,NA,0,Transient,33.05,0,1
165,2016,4,6,Offline TA/TO,TA/TO,0,0,0,A,0,40,NA,0,Contract,77.85,0,0
173,2017,3,9,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,160,0,2
379,2017,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,243,NA,0,Contract,56.7,0,1
70,2015,2,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,99.5,1,2
128,2016,0,1,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient-Party,64,0,1
143,2016,2,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,110,0,1
1,2017,1,0,Direct,Direct,0,0,0,F,0,NA,NA,0,Transient,173,0,2
40,2015,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient-Party,49.4,0,0
6,2016,0,2,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,120,1,0
0,2017,0,1,Online TA,TA/TO,1,0,1,A,0,314,NA,0,Transient,48,0,0
6,2017,2,3,Direct,Direct,0,0,0,G,2,250,NA,0,Transient,195,0,0
50,2017,2,8,Direct,Direct,0,0,0,D,0,250,NA,0,Transient,241.75,1,1
15,2016,0,2,Direct,Direct,1,0,1,A,1,NA,NA,0,Transient,44,0,1
255,2016,4,10,Offline TA/TO,TA/TO,0,0,0,A,0,40,NA,0,Transient,53.85,0,1
113,2015,2,5,Offline TA/TO,TA/TO,0,0,0,E,0,156,NA,0,Transient-Party,82.88,0,2
17,2017,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,207,0,3
56,2017,0,4,Online TA,TA/TO,0,0,0,A,0,242,NA,0,Transient,51,0,1
143,2017,2,1,Online TA,TA/TO,0,0,0,G,3,240,NA,0,Transient-Party,295.67,0,1
187,2017,2,2,Offline TA/TO,TA/TO,0,0,0,A,0,410,NA,0,Transient,104.85,0,0
18,2016,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,177,NA,0,Transient,29,0,0
140,2016,2,2,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,118,0,1
82,2015,1,3,Online TA,TA/TO,0,0,0,A,0,147,NA,0,Transient,81.67,0,1
65,2015,0,3,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,74,0,2
45,2015,2,1,Groups,TA/TO,0,0,0,A,0,38,NA,0,Transient-Party,68,0,0
3,2015,0,1,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient,36,1,0
79,2017,2,4,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,82,0,1
165,2017,2,2,Online TA,TA/TO,0,0,0,A,1,314,NA,0,Transient-Party,65.96,0,2
30,2016,2,7,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,75,0,0
154,2017,2,7,Direct,Direct,0,0,0,E,1,NA,NA,0,Transient,203,0,1
1,2015,0,3,Direct,Direct,0,0,0,E,0,NA,NA,0,Transient,129,0,0
157,2017,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,60,0,3
14,2015,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,98.33,0,1
115,2015,2,5,Offline TA/TO,TA/TO,0,0,0,D,1,171,NA,0,Transient,55.43,0,1
33,2016,0,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,0,0,2
174,2015,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,243,NA,0,Contract,36.13,0,1
104,2016,1,2,Offline TA/TO,TA/TO,0,0,0,D,6,5,NA,0,Transient-Party,252.6,0,0
122,2017,2,5,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,220,0,1
17,2017,1,1,Corporate,Corporate,0,0,0,D,0,NA,498,0,Transient-Party,55,1,0
105,2016,3,7,Direct,Direct,0,0,0,E,0,NA,NA,0,Transient,98.4,0,2
170,2015,4,8,Groups,TA/TO,0,0,0,A,0,15,NA,0,Transient,44.5,0,0
126,2017,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,192,0,1
132,2017,2,2,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Contract,135,0,0
123,2016,1,1,Groups,Direct,0,0,0,A,0,38,NA,0,Transient-Party,64,0,0
7,2016,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,46,0,0
7,2015,4,10,Offline TA/TO,TA/TO,0,0,0,D,0,71,NA,0,Transient,166.05,0,1
95,2015,3,7,Offline TA/TO,TA/TO,0,0,0,D,0,142,NA,0,Transient,110.64,0,0
207,2017,1,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,37.8,0,3
185,2016,1,1,Groups,TA/TO,0,0,0,A,1,298,NA,0,Transient-Party,54.5,0,0
45,2016,2,5,Online TA,TA/TO,0,0,0,H,1,240,NA,0,Transient,154,0,1
65,2016,0,3,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,79.8,0,1
90,2016,4,10,Offline TA/TO,TA/TO,0,0,0,A,0,243,NA,0,Contract,79.85,0,0
82,2015,2,6,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,112,0,1
94,2017,1,3,Groups,TA/TO,0,0,0,A,0,152,NA,0,Transient-Party,88,0,0
171,2017,2,5,Direct,Direct,0,0,0,C,1,250,NA,0,Transient,147.71,1,2
290,2017,2,5,Groups,TA/TO,0,0,0,A,0,527,NA,14,Transient-Party,74,0,0
179,2017,2,4,Online TA,TA/TO,0,0,0,G,2,240,NA,0,Transient,290,0,0
31,2016,0,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,37.8,0,2
4,2016,0,2,Online TA,TA/TO,1,0,0,A,0,240,NA,0,Transient,48,0,1
350,2017,0,2,Groups,TA/TO,0,0,0,A,0,11,NA,0,Transient,30,0,0
4,2017,0,2,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,184,1,1
350,2017,2,7,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,140.44,0,0
7,2017,0,1,Direct,Direct,0,0,0,F,2,250,NA,0,Transient,87,0,0
200,2017,2,5,Offline TA/TO,TA/TO,0,0,0,E,0,171,NA,0,Transient,45,0,0
3,2015,1,0,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,103.18,0,1
2,2016,0,1,Direct,Direct,0,0,0,D,1,250,NA,0,Transient,204,0,1
86,2016,2,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,231,0,0
5,2015,1,4,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient-Party,0,0,0
16,2017,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,85,0,2
59,2016,0,0,Offline TA/TO,TA/TO,0,0,0,A,0,393,NA,0,Transient-Party,0,0,1
142,2016,0,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,50.4,0,1
141,2016,1,4,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,199,0,0
145,2015,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,115,NA,0,Contract,82.35,0,0
0,2017,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,161.1,0,1
31,2015,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,108,0,1
3,2017,1,1,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,72,0,1
33,2015,2,2,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,123,0,0
161,2015,0,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,93.12,0,2
0,2016,2,0,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient-Party,116,1,1
49,2015,1,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,64.8,0,2
4,2017,2,4,Offline TA/TO,TA/TO,0,0,0,A,0,171,NA,0,Transient,34,0,0
70,2015,0,1,Online TA,TA/TO,0,0,0,D,0,241,NA,0,Transient,114.85,0,1
0,2016,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,43,0,0
45,2017,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,147,0,1
4,2017,1,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,185,0,1
9,2016,1,0,Groups,Corporate,0,0,0,E,0,223,NA,0,Transient-Party,90,0,0
542,2016,2,5,Groups,TA/TO,0,0,0,A,0,253,NA,0,Transient-Party,70,0,1
40,2017,1,2,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient-Party,55,0,0
31,2015,0,2,Offline TA/TO,TA/TO,0,0,0,A,0,196,NA,0,Transient,107,1,0
166,2016,2,5,Offline TA/TO,TA/TO,0,0,0,E,0,2,NA,0,Contract,42.5,0,0
15,2017,0,4,Online TA,TA/TO,0,0,0,C,0,240,NA,0,Transient,264,0,1
1,2017,1,0,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,179,0,2
134,2015,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,243,NA,0,Contract,88.4,0,2
35,2015,2,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,96.3,0,2
246,2017,2,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,153.75,0,0
336,2017,4,10,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,178.46,0,1
1,2017,0,2,Corporate,Corporate,0,0,3,A,0,NA,178,0,Transient,75,0,0
98,2017,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,262,0,0
94,2017,1,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,132,0,1
161,2017,2,1,Online TA,TA/TO,0,0,0,A,4,240,NA,0,Transient,144,1,2
55,2015,1,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,148.25,0,2
207,2017,1,2,Offline TA/TO,TA/TO,0,0,0,A,0,8,NA,0,Transient,68.4,0,0
2,2016,2,2,Offline TA/TO,TA/TO,0,0,0,A,0,146,NA,0,Transient,31,1,0
0,2016,0,1,Corporate,Corporate,1,0,2,D,0,NA,113,0,Transient,90.6,1,1
57,2016,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,71.94,0,1
74,2016,1,2,Groups,TA/TO,0,0,0,A,0,68,NA,0,Transient,70,0,0
386,2016,1,3,Groups,Corporate,0,0,0,A,2,NA,NA,0,Transient-Party,50.5,0,0
180,2016,3,8,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Contract,70,0,0
32,2017,2,0,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,87,1,0
12,2016,0,4,Online TA,TA/TO,0,0,0,D,1,242,NA,0,Transient,85.75,0,0
19,2015,1,2,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,221,0,2
75,2015,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,115,NA,0,Transient,23.93,0,0
16,2017,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,78,0,0
7,2016,1,2,Online TA,TA/TO,0,0,0,A,0,348,NA,0,Transient,82,0,0
155,2017,2,2,Direct,Direct,0,0,0,D,1,250,NA,0,Transient-Party,225.5,0,1
153,2017,1,2,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,240,0,0
113,2017,2,2,Online TA,TA/TO,0,0,0,E,1,314,NA,0,Transient,111,0,0
25,2016,4,6,Offline TA/TO,TA/TO,0,0,0,D,0,75,NA,0,Transient,39.6,0,0
83,2017,2,4,Direct,Direct,0,0,0,F,1,250,NA,0,Transient,127.75,0,1
2,2016,0,2,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,29,0,0
125,2016,4,10,Offline TA/TO,TA/TO,0,0,0,D,0,8,NA,0,Transient,67,0,1
16,2016,2,0,Groups,Corporate,0,0,0,A,1,NA,NA,0,Transient-Party,61,1,0
128,2017,2,8,Groups,TA/TO,0,0,0,A,1,493,NA,0,Contract,80,0,0
30,2017,0,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,196.5,1,2
3,2015,2,1,Groups,TA/TO,0,0,0,A,0,38,NA,0,Transient-Party,68,0,0
318,2017,1,1,Online TA,TA/TO,0,0,0,A,0,242,NA,0,Transient,74.25,0,2
172,2016,0,2,Complementary,Direct,0,0,0,A,0,NA,NA,0,Transient,0,0,1
324,2017,4,10,Offline TA/TO,TA/TO,0,0,0,A,0,243,NA,0,Contract,134.85,0,0
267,2017,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,59.79,0,0
0,2017,1,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,95,0,1
14,2016,1,2,Groups,TA/TO,0,0,0,A,0,134,NA,0,Transient-Party,84,0,0
76,2016,2,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,80,0,2
47,2016,0,2,Online TA,TA/TO,0,0,0,G,1,240,NA,0,Transient,93,0,0
144,2016,2,5,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,200.57,0,0
187,2016,0,2,Online TA,TA/TO,0,0,0,A,0,242,NA,0,Transient,86.16,0,1
1,2015,2,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,114.5,0,1
77,2017,0,5,Direct,Direct,0,0,0,D,0,250,NA,0,Transient,153.9,0,3
49,2016,2,2,Online TA,TA/TO,0,0,0,C,0,241,NA,0,Transient,230,0,0
222,2015,1,1,Groups,TA/TO,0,0,0,A,0,68,NA,0,Transient-Party,80,0,0
108,2017,3,8,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Contract,153.5,0,0
38,2016,1,3,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient-Party,259,0,0
201,2017,4,7,Direct,Direct,0,0,0,F,0,250,NA,0,Transient-Party,198.2,0,2
7,2016,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,45,1,0
8,2016,0,2,Direct,Direct,0,0,0,D,0,250,NA,0,Transient,61,1,0
190,2016,0,4,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,212,1,0
123,2016,0,1,Direct,Direct,0,0,0,A,1,250,NA,0,Transient,34.02,0,0
0,2015,0,1,Corporate,Corporate,0,0,0,A,0,88,NA,0,Transient,134,0,0
5,2016,0,1,Groups,Corporate,0,0,0,A,0,223,NA,0,Transient-Party,60,0,0
41,2016,0,4,Offline TA/TO,TA/TO,0,0,0,C,0,196,NA,0,Transient,46.5,0,0
11,2016,1,2,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,139,0,0
259,2015,0,3,Groups,Corporate,0,1,0,A,0,NA,223,0,Transient,40.05,0,0
49,2017,0,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,187,0,1
44,2016,0,3,Online TA,TA/TO,0,0,0,C,1,241,NA,0,Transient,186.83,1,1
1,2016,1,1,Direct,Direct,1,0,1,A,0,NA,NA,0,Transient,142,1,0
19,2016,2,1,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,129,0,1
3,2016,1,1,Complementary,Corporate,0,0,0,A,1,NA,302,0,Transient,0,1,1
131,2016,1,2,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,288,0,0
61,2017,1,0,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,210,1,1
0,2016,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,58,0,2
0,2016,0,1,Direct,Direct,0,0,0,A,1,NA,NA,0,Transient,45,0,0
71,2015,2,4,Online TA,TA/TO,0,0,0,E,1,240,NA,0,Transient,160,0,0
125,2015,1,0,Groups,TA/TO,0,0,0,A,0,240,NA,0,Transient,36,0,0
24,2015,0,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient-Party,82,1,2
26,2015,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,54,1,1
48,2016,1,3,Direct,Direct,0,0,0,G,0,250,NA,0,Transient,156,0,1
39,2015,2,2,Offline TA/TO,TA/TO,0,0,0,A,0,314,NA,0,Contract,81.6,0,0
86,2017,0,3,Groups,TA/TO,0,0,0,A,0,67,NA,0,Transient,46,0,0
101,2016,2,3,Groups,TA/TO,0,0,0,A,13,95,NA,0,Transient-Party,75,0,1
155,2016,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,15,NA,0,Transient,83.6,0,0
110,2017,2,6,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,117,0,1
7,2016,1,4,Groups,Corporate,0,0,0,A,0,NA,405,0,Transient-Party,50,0,0
196,2016,1,2,Groups,TA/TO,0,0,0,A,0,NA,308,0,Transient-Party,180,0,0
13,2017,0,2,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,241,0,0
123,2016,0,4,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,58,0,2
3,2017,1,0,Corporate,Direct,0,0,0,A,0,NA,NA,0,Transient,100,0,0
44,2015,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,26,NA,0,Transient,70.5,0,1
14,2015,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,189.67,0,1
3,2016,0,1,Direct,Direct,0,0,0,A,1,NA,NA,0,Transient,50,0,0
247,2016,1,5,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,110,0,2
45,2016,1,3,Direct,Direct,0,0,0,C,1,NA,NA,0,Transient,262.5,1,0
21,2017,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,158,0,1
14,2016,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,177,NA,0,Transient,30,0,0
191,2016,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,171,NA,0,Transient,86,0,1
19,2015,1,1,Complementary,Direct,0,0,0,F,1,NA,NA,0,Transient,30,0,1
9,2017,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,210,0,2
81,2015,2,5,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient,162.14,0,2
