Movie ID,Title,Genres,Tite
2099,Song of the South (1946),Adventure|Animation|Children's|Musical,Song of the South (1946)
2100,Splash (1984),Comedy|Fantasy|Romance,Splash (1984)
2101,Squanto: A Warrior's Tale (1994),Adventure|Drama,Squanto: A Warrior's Tale (1994)
2102,Steamboat Willie (1940),Animation|Children's|Comedy|Musical,Steamboat Willie (1940)
2103,Tall Tale (1994),Adventure|Children's,Tall Tale (1994)
2104,Tex (1982),Drama,Tex (1982)
2105,Tron (1982),Action|Adventure|Fantasy|Sci-Fi,Tron (1982)
2106,Swing Kids (1993),Drama|War,Swing Kids (1993)
2107,Halloween: H20 (1998),Horror|Thriller,Halloween: H20 (1998)
2108,L.A. Story (1991),Comedy|Romance,L.A. Story (1991)
2109,"Jerk, The (1979)",Comedy,Jerk The (1979)
2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller,Dead Men Don't Wear Plaid (1982)
2111,"Man with Two Brains, The (1983)",Comedy,Man with Two Brains The (1983)
2112,Grand Canyon (1991),Crime|Drama,Grand Canyon (1991)
2113,Graveyard Shift (1990),Horror|Thriller,Graveyard Shift (1990)
2114,"Outsiders, The (1983)",Drama,Outsiders The (1983)
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure,Indiana Jones and the Temple of Doom (1984)
2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children's|Sci-Fi,Lord of the Rings The (1978)
2117,Nineteen Eighty-Four (1984),Drama|Sci-Fi,Nineteen Eighty-Four (1984)
2118,"Dead Zone, The (1983)",Horror|Thriller,Dead Zone The (1983)
2119,Maximum Overdrive (1986),Horror,Maximum Overdrive (1986)
2120,Needful Things (1993),Drama|Horror,Needful Things (1993)
2121,Cujo (1983),Horror|Thriller,Cujo (1983)
2122,Children of the Corn (1984),Horror|Thriller,Children of the Corn (1984)
2123,All Dogs Go to Heaven (1989),Animation|Children's,All Dogs Go to Heaven (1989)
2124,"Addams Family, The (1991)",Comedy,Addams Family The (1991)
2125,Ever After: A Cinderella Story (1998),Drama|Romance,Ever After: A Cinderella Story (1998)
2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller,Snake Eyes (1998)
2127,"First Love, Last Rites (1997)",Drama|Romance,First Love Last Rites (1997)
2128,Safe Men (1998),Comedy,Safe Men (1998)
2129,"Saltmen of Tibet, The (1997)",Documentary,Saltmen of Tibet The (1997)
2130,Atlantic City (1980),Crime|Drama|Romance,Atlantic City (1980)
2131,Autumn Sonata (Höstsonaten ) (1978),Drama,Autumn Sonata (Höstsonaten ) (1978)
2132,Who's Afraid of Virginia Woolf? (1966),Drama,Who's Afraid of Virginia Woolf? (1966)
2133,Adventures in Babysitting (1987),Adventure|Comedy,Adventures in Babysitting (1987)
2134,Weird Science (1985),Comedy,Weird Science (1985)
2135,Doctor Dolittle (1967),Adventure|Musical,Doctor Dolittle (1967)
2136,"Nutty Professor, The (1963)",Comedy,Nutty Professor The (1963)
2137,Charlotte's Web (1973),Animation|Children's,Charlotte's Web (1973)
2138,Watership Down (1978),Animation|Children's|Drama|Fantasy,Watership Down (1978)
2139,"Secret of NIMH, The (1982)",Animation|Children's,Secret of NIMH The (1982)
2140,"Dark Crystal, The (1982)",Children's|Fantasy|Sci-Fi,Dark Crystal The (1982)
2141,"American Tail, An (1986)",Animation|Children's|Comedy,American Tail An (1986)
2142,"American Tail: Fievel Goes West, An (1991)",Animation|Children's|Comedy,American Tail: Fievel Goes West An (1991)
2143,Legend (1985),Adventure|Fantasy|Romance,Legend (1985)
2144,Sixteen Candles (1984),Comedy,Sixteen Candles (1984)
2145,Pretty in Pink (1986),Comedy|Drama|Romance,Pretty in Pink (1986)
2146,St. Elmo's Fire (1985),Drama|Romance,St. Elmo's Fire (1985)
2147,"Clan of the Cave Bear, The (1986)",Drama,Clan of the Cave Bear The (1986)
2148,House (1986),Comedy|Horror,House (1986)
2149,House II: The Second Story (1987),Comedy|Horror,House II: The Second Story (1987)
2150,"Gods Must Be Crazy, The (1980)",Comedy,Gods Must Be Crazy The (1980)
2151,"Gods Must Be Crazy II, The (1989)",Comedy,Gods Must Be Crazy II The (1989)
2152,Air Bud: Golden Receiver (1998),Children's|Comedy,Air Bud: Golden Receiver (1998)
2153,"Avengers, The (1998)",Action|Adventure,Avengers The (1998)
2154,How Stella Got Her Groove Back (1998),Drama|Romance,How Stella Got Her Groove Back (1998)
2155,"Slums of Beverly Hills, The (1998)",Comedy,Slums of Beverly Hills The (1998)
2156,"Best Man, The (Il Testimone dello sposo) (1997)",Comedy|Drama,Best Man The (Il Testimone dello sposo) (1997)
2157,"Chambermaid on the Titanic, The (1998)",Romance,Chambermaid on the Titanic The (1998)
2158,"Henry: Portrait of a Serial Killer, Part 2 (1996)",Crime|Horror,Henry: Portrait of a Serial Killer Part 2 (1996)
2159,Henry: Portrait of a Serial Killer (1990),Crime|Horror,Henry: Portrait of a Serial Killer (1990)
2160,Rosemary's Baby (1968),Horror|Thriller,Rosemary's Baby (1968)
2161,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy,NeverEnding Story The (1984)
2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children's|Fantasy,NeverEnding Story II: The Next Chapter The (1990)
2163,Attack of the Killer Tomatoes! (1980),Comedy|Horror,Attack of the Killer Tomatoes! (1980)
2164,Surf Nazis Must Die (1987),Drama,Surf Nazis Must Die (1987)
2165,Your Friends and Neighbors (1998),Drama,Your Friends and Neighbors (1998)
2166,Return to Paradise (1998),Drama|Romance,Return to Paradise (1998)
2167,Blade (1998),Action|Adventure|Horror,Blade (1998)
2168,Dance with Me (1998),Drama|Romance,Dance with Me (1998)
2169,Dead Man on Campus (1998),Comedy,Dead Man on Campus (1998)
2170,Wrongfully Accused (1998),Action|Comedy,Wrongfully Accused (1998)
2171,"Next Stop, Wonderland (1998)",Comedy|Drama|Romance,Next Stop Wonderland (1998)
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy,Strike! (a.k.a. All I Wanna Do The Hairy Bird) (1998)
2173,"Navigator: A Mediaeval Odyssey, The (1988)",Adventure|Fantasy|Sci-Fi,Navigator: A Mediaeval Odyssey The (1988)
2174,Beetlejuice (1988),Comedy|Fantasy,Beetlejuice (1988)
2175,Déjà Vu (1997),Drama|Romance,Déjà Vu (1997)
2176,Rope (1948),Thriller,Rope (1948)
2177,Family Plot (1976),Comedy|Thriller,Family Plot (1976)
2178,Frenzy (1972),Thriller,Frenzy (1972)
2179,Topaz (1969),Thriller,Topaz (1969)
2180,Torn Curtain (1966),Thriller,Torn Curtain (1966)
2181,Marnie (1964),Thriller,Marnie (1964)
2182,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller,Wrong Man The (1956)
2183,"Man Who Knew Too Much, The (1956)",Thriller,Man Who Knew Too Much The (1956)
2184,"Trouble with Harry, The (1955)",Mystery|Thriller,Trouble with Harry The (1955)
2185,I Confess (1953),Thriller,I Confess (1953)
2186,Strangers on a Train (1951),Film-Noir|Thriller,Strangers on a Train (1951)
2187,Stage Fright (1950),Mystery|Thriller,Stage Fright (1950)
2188,54 (1998),Drama,54 (1998)
2189,I Married A Strange Person (1997),Animation,I Married A Strange Person (1997)
2190,Why Do Fools Fall In Love? (1998),Drama,Why Do Fools Fall In Love? (1998)
2191,"Merry War, A (1997)",Comedy,Merry War A (1997)
2192,See the Sea (Regarde la mer) (1997),Drama,See the Sea (Regarde la mer) (1997)
2193,Willow (1988),Action|Adventure|Fantasy,Willow (1988)
2194,"Untouchables, The (1987)",Action|Crime|Drama,Untouchables The (1987)
2195,Dirty Work (1998),Comedy,Dirty Work (1998)
2196,Knock Off (1998),Action,Knock Off (1998)
2197,Firelight (1997),Drama,Firelight (1997)
2198,Modulations (1998),Documentary,Modulations (1998)
2199,Phoenix (1998),Crime|Drama,Phoenix (1998)
2200,Under Capricorn (1949),Drama,Under Capricorn (1949)
2201,"Paradine Case, The (1947)",Drama,Paradine Case The (1947)
2202,Lifeboat (1944),Drama|Thriller|War,Lifeboat (1944)
2203,Shadow of a Doubt (1943),Film-Noir|Thriller,Shadow of a Doubt (1943)
2204,Saboteur (1942),Thriller,Saboteur (1942)
2205,Mr. & Mrs. Smith (1941),Comedy,Mr. & Mrs. Smith (1941)
2206,Suspicion (1941),Mystery|Thriller,Suspicion (1941)
2207,Jamaica Inn (1939),Drama,Jamaica Inn (1939)
2208,"Lady Vanishes, The (1938)",Comedy|Mystery|Romance|Thriller,Lady Vanishes The (1938)
2209,Young and Innocent (1937),Crime|Thriller,Young and Innocent (1937)
2210,Sabotage (1936),Thriller,Sabotage (1936)
2211,Secret Agent (1936),Thriller,Secret Agent (1936)
2212,"Man Who Knew Too Much, The (1934)",Thriller,Man Who Knew Too Much The (1934)
2213,Waltzes from Vienna (1933),Comedy|Musical,Waltzes from Vienna (1933)
2214,Number Seventeen (1932),Thriller,Number Seventeen (1932)
2215,Rich and Strange (1932),Comedy|Romance,Rich and Strange (1932)
2216,"Skin Game, The (1931)",Drama,Skin Game The (1931)
2217,Elstree Calling (1930),Comedy|Musical,Elstree Calling (1930)
2218,Juno and Paycock (1930),Drama,Juno and Paycock (1930)
2219,Murder! (1930),Mystery|Thriller,Murder! (1930)
2220,"Manxman, The (1929)",Drama,Manxman The (1929)
2221,Blackmail (1929),Thriller,Blackmail (1929)
2222,Champagne (1928),Comedy,Champagne (1928)
2223,"Farmer's Wife, The (1928)",Comedy,Farmer's Wife The (1928)
2224,Downhill (1927),Drama,Downhill (1927)
2225,Easy Virtue (1927),Drama,Easy Virtue (1927)
2226,"Ring, The (1927)",Drama,Ring The (1927)
2227,"Lodger, The (1926)",Thriller,Lodger The (1926)
2228,"Mountain Eagle, The (1926)",Drama,Mountain Eagle The (1926)
2229,"Pleasure Garden, The (1925)",Drama,Pleasure Garden The (1925)
2230,Always Tell Your Wife (1923),Comedy,Always Tell Your Wife (1923)
2231,Rounders (1998),Crime|Drama,Rounders (1998)
2232,Cube (1997),Sci-Fi|Thriller,Cube (1997)
2233,Digging to China (1998),Drama,Digging to China (1998)
2234,Let's Talk About Sex (1998),Drama,Let's Talk About Sex (1998)
2235,One Man's Hero (1999),Drama|War,One Man's Hero (1999)
2236,Simon Birch (1998),Drama,Simon Birch (1998)
2237,Without Limits (1998),Drama,Without Limits (1998)
2238,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama,Seven Beauties (Pasqualino Settebellezze) (1976)
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975)
2240,My Bodyguard (1980),Drama,My Bodyguard (1980)
2241,Class (1983),Comedy,Class (1983)
2242,"Grandview, U.S.A. (1984)",Drama,Grandview U.S.A. (1984)
2243,Broadcast News (1987),Comedy|Drama|Romance,Broadcast News (1987)
2244,"Allnighter, The (1987)",Comedy|Romance,Allnighter The (1987)
2245,Working Girl (1988),Comedy|Drama,Working Girl (1988)
2246,Stars and Bars (1988),Comedy,Stars and Bars (1988)
2247,Married to the Mob (1988),Comedy,Married to the Mob (1988)
2248,Say Anything... (1989),Comedy|Drama|Romance,Say Anything... (1989)
2249,My Blue Heaven (1990),Comedy,My Blue Heaven (1990)
2250,Men Don't Leave (1990),Drama,Men Don't Leave (1990)
2251,"Cabinet of Dr. Ramirez, The (1991)",Comedy,Cabinet of Dr. Ramirez The (1991)
2252,Hero (1992),Comedy|Drama,Hero (1992)
2253,Toys (1992),Action|Comedy|Fantasy,Toys (1992)
2254,Choices (1981),Drama,Choices (1981)
2255,Young Doctors in Love (1982),Comedy,Young Doctors in Love (1982)
2256,Parasite (1982),Horror|Sci-Fi,Parasite (1982)
2257,No Small Affair (1984),Comedy|Romance,No Small Affair (1984)
2258,Master Ninja I (1984),Action,Master Ninja I (1984)
2259,Blame It on Rio (1984),Comedy|Romance,Blame It on Rio (1984)
2260,Wisdom (1986),Action|Crime,Wisdom (1986)
2261,One Crazy Summer (1986),Comedy,One Crazy Summer (1986)
2262,About Last Night... (1986),Comedy|Drama|Romance,About Last Night... (1986)
2263,"Seventh Sign, The (1988)",Thriller,Seventh Sign The (1988)
2264,We're No Angels (1989),Drama,We're No Angels (1989)
2265,Nothing But Trouble (1991),Adventure|Comedy,Nothing But Trouble (1991)
2266,"Butcher's Wife, The (1991)",Comedy|Romance,Butcher's Wife The (1991)
2267,Mortal Thoughts (1991),Mystery|Thriller,Mortal Thoughts (1991)
2268,"Few Good Men, A (1992)",Crime|Drama,Few Good Men A (1992)
2269,Indecent Proposal (1993),Drama,Indecent Proposal (1993)
2270,"Century of Cinema, A (1994)",Documentary,Century of Cinema A (1994)
2271,Permanent Midnight (1998),Drama,Permanent Midnight (1998)
2272,One True Thing (1998),Drama,One True Thing (1998)
2273,Rush Hour (1998),Action|Thriller,Rush Hour (1998)
2274,Lilian's Story (1995),Drama,Lilian's Story (1995)
2275,Six-String Samurai (1998),Action|Adventure|Sci-Fi,Six-String Samurai (1998)
2276,"Soldier's Daughter Never Cries, A (1998)",Drama,Soldier's Daughter Never Cries A (1998)
2277,Somewhere in the City (1997),Drama,Somewhere in the City (1997)
2278,Ronin (1998),Action|Crime|Thriller,Ronin (1998)
2279,Urban Legend (1998),Horror|Thriller,Urban Legend (1998)
2280,Clay Pigeons (1998),Crime,Clay Pigeons (1998)
2281,Monument Ave. (1998),Crime,Monument Ave. (1998)
2282,Pecker (1998),Comedy|Drama,Pecker (1998)
2283,"Sheltering Sky, The (1990)",Drama,Sheltering Sky The (1990)
2284,Bandit Queen (1994),Drama,Bandit Queen (1994)
2285,If.... (1968),Drama,If.... (1968)
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,Fiendish Plot of Dr. Fu Manchu The (1980)
2287,Them! (1954),Sci-Fi|Thriller|War,Them! (1954)
2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,Thing The (1982)
2289,"Player, The (1992)",Comedy|Drama,Player The (1992)
2290,Stardust Memories (1980),Comedy|Drama,Stardust Memories (1980)
2291,Edward Scissorhands (1990),Drama|Romance,Edward Scissorhands (1990)
2292,Overnight Delivery (1996),Romance,Overnight Delivery (1996)
2293,Shadrach (1998),Drama,Shadrach (1998)
2294,Antz (1998),Animation|Children's,Antz (1998)
2295,"Impostors, The (1998)",Comedy,Impostors The (1998)
2296,"Night at the Roxbury, A (1998)",Comedy,Night at the Roxbury A (1998)
2297,What Dreams May Come (1998),Drama|Romance,What Dreams May Come (1998)
2298,Strangeland (1998),Thriller,Strangeland (1998)
2299,"Battle of the Sexes, The (1959)",Comedy,Battle of the Sexes The (1959)
2300,"Producers, The (1968)",Comedy|Musical,Producers The (1968)
2301,History of the World: Part I (1981),Comedy,History of the World: Part I (1981)
2302,My Cousin Vinny (1992),Comedy,My Cousin Vinny (1992)
2303,Nashville (1975),Drama|Musical,Nashville (1975)
2304,Love Is the Devil (1998),Drama,Love Is the Devil (1998)
2305,Slam (1998),Drama,Slam (1998)
2306,Holy Man (1998),Comedy,Holy Man (1998)
2307,One Tough Cop (1998),Action|Drama,One Tough Cop (1998)
2308,Detroit 9000 (1973),Action|Crime,Detroit 9000 (1973)
2309,"Inheritors, The (Die Siebtelbauern) (1998)",Drama,Inheritors The (Die Siebtelbauern) (1998)
2310,"Mighty, The (1998)",Drama,Mighty The (1998)
2311,2010 (1984),Mystery|Sci-Fi,2010 (1984)
2312,Children of a Lesser God (1986),Drama,Children of a Lesser God (1986)
2313,"Elephant Man, The (1980)",Drama,Elephant Man The (1980)
2314,Beloved (1998),Drama,Beloved (1998)
2315,Bride of Chucky (1998),Horror|Thriller,Bride of Chucky (1998)
2316,Practical Magic (1998),Drama|Romance,Practical Magic (1998)
2317,"Alarmist, The (1997)",Comedy,Alarmist The (1997)
2318,Happiness (1998),Comedy,Happiness (1998)
2319,Reach the Rock (1997),Comedy,Reach the Rock (1997)
2320,Apt Pupil (1998),Drama|Thriller,Apt Pupil (1998)
2321,Pleasantville (1998),Comedy,Pleasantville (1998)
2322,Soldier (1998),Action|Adventure|Sci-Fi|Thriller|War,Soldier (1998)
2323,"Cruise, The (1998)",Documentary,Cruise The (1998)
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama,Life Is Beautiful (La Vita è bella) (1997)
2325,Orgazmo (1997),Comedy,Orgazmo (1997)
2326,Shattered Image (1998),Drama|Thriller,Shattered Image (1998)
2327,Tales from the Darkside: The Movie (1990),Horror,Tales from the Darkside: The Movie (1990)
2328,Vampires (1998),Horror,Vampires (1998)
2329,American History X (1998),Drama,American History X (1998)
2330,Hands on a Hard Body (1996),Documentary,Hands on a Hard Body (1996)
2331,Living Out Loud (1998),Comedy|Romance,Living Out Loud (1998)
2332,Belly (1998),Crime|Drama,Belly (1998)
2333,Gods and Monsters (1998),Drama,Gods and Monsters (1998)
2334,"Siege, The (1998)",Action|Thriller,Siege The (1998)
2335,"Waterboy, The (1998)",Comedy,Waterboy The (1998)
2336,Elizabeth (1998),Drama,Elizabeth (1998)
2337,Velvet Goldmine (1998),Drama,Velvet Goldmine (1998)
2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,I Still Know What You Did Last Summer (1998)
2339,I'll Be Home For Christmas (1998),Comedy|Romance,I'll Be Home For Christmas (1998)
2340,Meet Joe Black (1998),Romance,Meet Joe Black (1998)
2341,Dancing at Lughnasa (1998),Drama,Dancing at Lughnasa (1998)
2342,Hard Core Logo (1996),Comedy,Hard Core Logo (1996)
2343,"Naked Man, The (1998)",Drama,Naked Man The (1998)
2344,Runaway Train (1985),Action|Adventure|Drama|Thriller,Runaway Train (1985)
2345,Desert Bloom (1986),Drama,Desert Bloom (1986)
2346,"Stepford Wives, The (1975)",Sci-Fi|Thriller,Stepford Wives The (1975)
2347,"Pope of Greenwich Village, The (1984)",Action,Pope of Greenwich Village The (1984)
2348,Sid and Nancy (1986),Drama,Sid and Nancy (1986)
2349,Mona Lisa (1986),Comedy|Thriller,Mona Lisa (1986)
2350,Heart Condition (1990),Comedy,Heart Condition (1990)
2351,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama,Nights of Cabiria (Le Notti di Cabiria) (1957)
2352,"Big Chill, The (1983)",Comedy|Drama,Big Chill The (1983)
2353,Enemy of the State (1998),Action|Thriller,Enemy of the State (1998)
2354,"Rugrats Movie, The (1998)",Animation|Children's|Comedy,Rugrats Movie The (1998)
2355,"Bug's Life, A (1998)",Animation|Children's|Comedy,Bug's Life A (1998)
2356,Celebrity (1998),Comedy,Celebrity (1998)
2357,Central Station (Central do Brasil) (1998),Drama,Central Station (Central do Brasil) (1998)
2358,Savior (1998),Drama,Savior (1998)
2359,Waking Ned Devine (1998),Comedy,Waking Ned Devine (1998)
2360,"Celebration, The (Festen) (1998)",Drama,Celebration The (Festen) (1998)
2361,Pink Flamingos (1972),Comedy,Pink Flamingos (1972)
2362,Glen or Glenda (1953),Drama,Glen or Glenda (1953)
2363,Godzilla (Gojira) (1954),Action|Sci-Fi,Godzilla (Gojira) (1954)
2364,Godzilla (Gojira) (1984),Action|Sci-Fi,Godzilla (Gojira) (1984)
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962)
2366,King Kong (1933),Action|Adventure|Horror,King Kong (1933)
2367,King Kong (1976),Action|Adventure|Horror,King Kong (1976)
2368,King Kong Lives (1986),Action|Adventure|Horror,King Kong Lives (1986)
2369,Desperately Seeking Susan (1985),Comedy|Romance,Desperately Seeking Susan (1985)
2370,"Emerald Forest, The (1985)",Action|Adventure|Drama,Emerald Forest The (1985)
2371,Fletch (1985),Comedy,Fletch (1985)
2372,Fletch Lives (1989),Comedy,Fletch Lives (1989)
2373,Red Sonja (1985),Action|Adventure,Red Sonja (1985)
2374,Gung Ho (1986),Comedy|Drama,Gung Ho (1986)
2375,"Money Pit, The (1986)",Comedy,Money Pit The (1986)
2376,"View to a Kill, A (1985)",Action,View to a Kill A (1985)
2377,Lifeforce (1985),Horror|Sci-Fi,Lifeforce (1985)
2378,Police Academy (1984),Comedy,Police Academy (1984)
2379,Police Academy 2: Their First Assignment (1985),Comedy,Police Academy 2: Their First Assignment (1985)
2380,Police Academy 3: Back in Training (1986),Comedy,Police Academy 3: Back in Training (1986)
2381,Police Academy 4: Citizens on Patrol (1987),Comedy,Police Academy 4: Citizens on Patrol (1987)
2382,Police Academy 5: Assignment: Miami Beach (1988),Comedy,Police Academy 5: Assignment: Miami Beach (1988)
2383,Police Academy 6: City Under Siege (1989),Comedy,Police Academy 6: City Under Siege (1989)
2384,Babe: Pig in the City (1998),Children's|Comedy,Babe: Pig in the City (1998)
2385,Home Fries (1998),Comedy|Romance,Home Fries (1998)
2386,Jerry Springer: Ringmaster (1998),Drama,Jerry Springer: Ringmaster (1998)
2387,Very Bad Things (1998),Comedy|Crime,Very Bad Things (1998)
2388,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance,Steam: The Turkish Bath (Hamam) (1997)
2389,Psycho (1998),Crime|Horror|Thriller,Psycho (1998)
2390,Little Voice (1998),Comedy,Little Voice (1998)
2391,"Simple Plan, A (1998)",Crime|Thriller,Simple Plan A (1998)
2392,Jack Frost (1998),Comedy|Drama,Jack Frost (1998)
2393,Star Trek: Insurrection (1998),Action|Sci-Fi,Star Trek: Insurrection (1998)
2394,"Prince of Egypt, The (1998)",Animation|Musical,Prince of Egypt The (1998)
2395,Rushmore (1998),Comedy,Rushmore (1998)
2396,Shakespeare in Love (1998),Comedy|Romance,Shakespeare in Love (1998)
2397,Mass Appeal (1984),Drama,Mass Appeal (1984)
2398,Miracle on 34th Street (1947),Drama,Miracle on 34th Street (1947)
2399,Santa Claus: The Movie (1985),Adventure|Children's|Fantasy,Santa Claus: The Movie (1985)
2400,Prancer (1989),Children's|Drama,Prancer (1989)
2401,Pale Rider (1985),Western,Pale Rider (1985)
2402,Rambo: First Blood Part II (1985),Action|War,Rambo: First Blood Part II (1985)
2403,First Blood (1982),Action,First Blood (1982)
2404,Rambo III (1988),Action|War,Rambo III (1988)
2405,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,Jewel of the Nile The (1985)
2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,Romancing the Stone (1984)
2407,Cocoon (1985),Comedy|Sci-Fi,Cocoon (1985)
2408,Cocoon: The Return (1988),Comedy|Sci-Fi,Cocoon: The Return (1988)
2409,Rocky II (1979),Action|Drama,Rocky II (1979)
2410,Rocky III (1982),Action|Drama,Rocky III (1982)
2411,Rocky IV (1985),Action|Drama,Rocky IV (1985)
2412,Rocky V (1990),Action|Drama,Rocky V (1990)
2413,Clue (1985),Comedy|Mystery,Clue (1985)
2414,Young Sherlock Holmes (1985),Action|Adventure|Mystery,Young Sherlock Holmes (1985)
2415,Violets Are Blue... (1986),Drama|Romance,Violets Are Blue... (1986)
2416,Back to School (1986),Comedy,Back to School (1986)
2417,Heartburn (1986),Comedy|Drama,Heartburn (1986)
2418,Nothing in Common (1986),Comedy,Nothing in Common (1986)
2419,Extremities (1986),Drama|Thriller,Extremities (1986)
2420,"Karate Kid, The (1984)",Drama,Karate Kid The (1984)
2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,Karate Kid Part II The (1986)
2422,"Karate Kid III, The (1989)",Action|Adventure|Drama,Karate Kid III The (1989)
2423,Christmas Vacation (1989),Comedy,Christmas Vacation (1989)
2424,You've Got Mail (1998),Comedy|Romance,You've Got Mail (1998)
2425,"General, The (1998)",Crime,General The (1998)
2426,"Theory of Flight, The (1998)",Comedy|Drama|Romance,Theory of Flight The (1998)
2427,"Thin Red Line, The (1998)",Action|Drama|War,Thin Red Line The (1998)
2428,"Faculty, The (1998)",Horror|Sci-Fi,Faculty The (1998)
2429,Mighty Joe Young (1998),Adventure|Children's|Drama,Mighty Joe Young (1998)
2430,Mighty Joe Young (1949),Adventure|Children's|Drama,Mighty Joe Young (1949)
2431,Patch Adams (1998),Comedy|Drama,Patch Adams (1998)
2432,Stepmom (1998),Drama,Stepmom (1998)
2433,"Civil Action, A (1998)",Drama,Civil Action A (1998)
2434,Down in the Delta (1998),Drama,Down in the Delta (1998)
2435,Hurlyburly (1998),Drama,Hurlyburly (1998)
2436,Tea with Mussolini (1999),Comedy,Tea with Mussolini (1999)
2437,Wilde (1997),Drama,Wilde (1997)
2438,Outside Ozona (1998),Drama|Thriller,Outside Ozona (1998)
2439,Affliction (1997),Drama,Affliction (1997)
2440,Another Day in Paradise (1998),Drama,Another Day in Paradise (1998)
2441,"Hi-Lo Country, The (1998)",Drama|Western,Hi-Lo Country The (1998)
2442,Hilary and Jackie (1998),Drama,Hilary and Jackie (1998)
2443,Playing by Heart (1998),Drama|Romance,Playing by Heart (1998)
2444,24 7: Twenty Four Seven (1997),Comedy|Drama,24 7: Twenty Four Seven (1997)
2445,At First Sight (1999),Drama,At First Sight (1999)
2446,In Dreams (1999),Thriller,In Dreams (1999)
2447,Varsity Blues (1999),Comedy|Drama,Varsity Blues (1999)
2448,Virus (1999),Horror|Sci-Fi,Virus (1999)
2449,"Garbage Pail Kids Movie, The (1987)",Adventure|Children's,Garbage Pail Kids Movie The (1987)
2450,Howard the Duck (1986),Adventure|Children's|Sci-Fi,Howard the Duck (1986)
2451,"Gate, The (1987)",Horror,Gate The (1987)
2452,"Gate II: Trespassers, The (1990)",Horror,Gate II: Trespassers The (1990)
2453,"Boy Who Could Fly, The (1986)",Drama|Fantasy,Boy Who Could Fly The (1986)
2454,"Fly, The (1958)",Horror|Sci-Fi,Fly The (1958)
2455,"Fly, The (1986)",Horror|Sci-Fi,Fly The (1986)
2456,"Fly II, The (1989)",Horror|Sci-Fi,Fly II The (1989)
2457,Running Scared (1986),Action|Comedy,Running Scared (1986)
2458,Armed and Dangerous (1986),Comedy|Crime,Armed and Dangerous (1986)
2459,"Texas Chainsaw Massacre, The (1974)",Horror,Texas Chainsaw Massacre The (1974)
2460,"Texas Chainsaw Massacre 2, The (1986)",Horror,Texas Chainsaw Massacre 2 The (1986)
2461,Leatherface: Texas Chainsaw Massacre III (1990),Horror,Leatherface: Texas Chainsaw Massacre III (1990)
2462,"Return of the Texas Chainsaw Massacre, The (1994)",Horror,Return of the Texas Chainsaw Massacre The (1994)
2463,Ruthless People (1986),Comedy,Ruthless People (1986)
2464,Trick or Treat (1986),Horror,Trick or Treat (1986)
2465,Deadly Friend (1986),Horror,Deadly Friend (1986)
2466,Belizaire the Cajun (1986),Drama,Belizaire the Cajun (1986)
2467,"Name of the Rose, The (1986)",Mystery,Name of the Rose The (1986)
2468,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller,Jumpin' Jack Flash (1986)
2469,Peggy Sue Got Married (1986),Comedy|Romance,Peggy Sue Got Married (1986)
2470,Crocodile Dundee (1986),Adventure|Comedy,Crocodile Dundee (1986)
2471,Crocodile Dundee II (1988),Adventure|Comedy,Crocodile Dundee II (1988)
2472,Tough Guys (1986),Comedy,Tough Guys (1986)
2473,Soul Man (1986),Comedy,Soul Man (1986)
2474,"Color of Money, The (1986)",Drama,Color of Money The (1986)
2475,52 Pick-Up (1986),Action|Mystery|Thriller,52 Pick-Up (1986)
2476,Heartbreak Ridge (1986),Action|War,Heartbreak Ridge (1986)
2477,Firewalker (1986),Adventure,Firewalker (1986)
2478,Three Amigos! (1986),Comedy|Western,Three Amigos! (1986)
2479,Gloria (1999),Drama|Thriller,Gloria (1999)
2480,Dry Cleaning (Nettoyage à sec) (1997),Drama,Dry Cleaning (Nettoyage à sec) (1997)
2481,My Name Is Joe (1998),Drama|Romance,My Name Is Joe (1998)
2482,Still Crazy (1998),Comedy|Romance,Still Crazy (1998)
